ID,Sites,value
Solanum_chilense,MYB_2R,124
Solanum_pennellii,MYB_2R,131
Solanum_lycopersicum,MYB_2R,142
Solanum_pimpinellifolium,MYB_2R,102
Paeonia_suffruticosa,MYB_2R,57
Kalanchoe_fedtschenkoi,MYB_2R,159
Rhodiola_crenulata,MYB_2R,124
Vitis_amurensis,MYB_2R,173
Vitis_vinifera,MYB_2R,144
Vitis_riparia,MYB_2R,91
Vitis_rotundifolia,MYB_2R,294
Punica_granatum,MYB_2R,150
Corymbia_citriodora,MYB_2R,179
Eucalyptus_grandis,MYB_2R,166
Sclerocarya_birrea,MYB_2R,67
Pistacia_vera,MYB_2R,170
Xanthoceras_sorbifolium,MYB_2R,140
Dimocarpus_longan,MYB_2R,133
Acer_yangbiense,MYB_2R,104
Acer_truncatum,MYB_2R,117
Toona_sinensis,MYB_2R,58
Atalantia_buxifolia,MYB_2R,112
Citrus_unshiu,MYB_2R,112
Citrus_ichangensis,MYB_2R,121
Citrus_clementina,MYB_2R,119
Poncirus_trifoliata,MYB_2R,111
Citrus_sinensis,MYB_2R,108
Citrus_grandis,MYB_2R,108
Citrus_medica,MYB_2R,114
Theobroma_cacao,MYB_2R,128
Bombax_ceiba,MYB_2R,307
Durio_zibethinus,MYB_2R,272
Corchorus_capsularis,MYB_2R,61
Corchorus_olitorius,MYB_2R,35
Hibiscus_syriacus,MYB_2R,546
Hibiscus_cannabinus,MYB_2R,30
Gossypioides_kirkii,MYB_2R,46
Gossypium_australe,MYB_2R,163
Gossypium_turneri,MYB_2R,62
Gossypium_raimondii,MYB_2R,198
Gossypium_longicalyx,MYB_2R,205
Gossypium_herbaceum,MYB_2R,219
Gossypium_arboreum,MYB_2R,222
Gossypium_barbadense,MYB_2R,452
Gossypium_tomentosum,MYB_2R,364
Gossypium_mustelinum,MYB_2R,462
Gossypium_hirsutum,MYB_2R,446
Gossypium_darwinii,MYB_2R,448
Moringa_oleifera,MYB_2R,81
Carica_papaya,MYB_2R,100
Tarenaya_hassleriana,MYB_2R,183
Microthlaspi_erraticum,MYB_2R,149
Eutrema_salsugineum,MYB_2R,133
Raphanus_raphanistrum,MYB_2R,97
Brassica_rapa,MYB_2R,251
Brassica_juncea,MYB_2R,497
Megacarpaea_delavayi,MYB_2R,122
Cardamine_hirsuta,MYB_2R,137
Arabidopsis_thaliana,MYB_2R,141
Camelina_sativa,MYB_2R,414
Capsella_grandiflora,MYB_2R,146
Capsella_rubella,MYB_2R,148
Lobularia_maritima,MYB_2R,152
Megadenia_pygmaea,MYB_2R,139
Raphanus_sativus,MYB_2R,233
Brassica_oleracea,MYB_2R,264
Brassica_napus,MYB_2R,478
Sinapis_alba,MYB_2R,295
Brassica_carinata,MYB_2R,435
Brassica_nigra,MYB_2R,264
Tripterygium_wilfordii,MYB_2R,122
Averrhoa_carambola,MYB_2R,112
Cephalotus_follicularis,MYB_2R,96
Kandelia_obovata,MYB_2R,94
Mercurialis_annua,MYB_2R,72
Hevea_brasiliensis,MYB_2R,183
Vernicia_fordii,MYB_2R,124
Passiflora_organensis,MYB_2R,242
Passiflora_edulis,MYB_2R,136
Salix_brachista,MYB_2R,185
Salix_suchowensis,MYB_2R,232
Populus_glandulosa_x_alba,MYB_2R,338
Populus_pruinosa,MYB_2R,195
Populus_euphratica,MYB_2R,219
Populus_trichocarpa,MYB_2R,208
Populus_tremula,MYB_2R,204
Populus_alba,MYB_2R,210
Faidherbia_albida,MYB_2R,140
Senna_tora,MYB_2R,135
Mimosa_pudica,MYB_2R,146
Lupinus_albus,MYB_2R,207
Ammopiptanthus_nanus,MYB_2R,160
Dalbergia_odorifera,MYB_2R,143
Aeschynomene_evenia,MYB_2R,128
Arachis_ipaensis,MYB_2R,129
Arachis_monticola,MYB_2R,224
Arachis_hypogaea,MYB_2R,245
Lotus_japonicus,MYB_2R,140
Pisum_sativum,MYB_2R,139
Trifolium_subterranum,MYB_2R,87
Trifolium_pratense,MYB_2R,132
Medicago_ruthenica,MYB_2R,156
Medicago_sativa,MYB_2R,168
Medicago_truncatula,MYB_2R,177
Medicago_polymorpha,MYB_2R,149
Spatholobus_suberectus,MYB_2R,177
Cajanus_cajan,MYB_2R,179
Amphicarpaea_edgeworthii,MYB_2R,155
Glycine_max,MYB_2R,323
Glycine_soja,MYB_2R,305
Vigna_subterranea,MYB_2R,157
Vigna_angularis,MYB_2R,143
Vigna_unguiculata,MYB_2R,165
Lablab_purpureus,MYB_2R,132
Phaseolus_lunatus,MYB_2R,160
Phaseolus_vulgaris,MYB_2R,170
Siraitia_grosvenorii,MYB_2R,119
Momordica_charantia,MYB_2R,105
Benincasa_hispida,MYB_2R,117
Cucumis_hystrix,MYB_2R,107
Cucurbita_argyrosperma,MYB_2R,197
Cucurbita_moschata,MYB_2R,193
Cucurbita_pepo,MYB_2R,201
Cucurbita_maxima,MYB_2R,191
Fagus_sylvatica,MYB_2R,139
Castanea_mollissima,MYB_2R,74
Quercus_suber,MYB_2R,134
Quercus_robur,MYB_2R,150
Quercus_lobata,MYB_2R,169
Morella_rubra,MYB_2R,131
Juglans_sigillata,MYB_2R,191
Juglans_regia,MYB_2R,208
Carya_cathayensis,MYB_2R,199
Carya_illinoinensis,MYB_2R,221
Casuarina_equisetifolia,MYB_2R,118
Betula_pendula,MYB_2R,102
Betula_platyphylla,MYB_2R,120
Carpinus_fangiana,MYB_2R,105
Corylus_heterophylla,MYB_2R,117
Corylus_mandshurica,MYB_2R,124
Ziziphus_jujuba,MYB_2R,125
Trema_orientalis,MYB_2R,121
Cannabis_sativa,MYB_2R,109
Humulus_lupulus,MYB_2R,108
Boehmeria_nivea,MYB_2R,100
Ficus_microcarpa,MYB_2R,141
Ficus_erecta,MYB_2R,212
Artocarpus_camansi,MYB_2R,113
Morus_notabilis,MYB_2R,112
Artocarpus_altilis,MYB_2R,171
Artocarpus_heterophyllus,MYB_2R,157
Rubus_chingii,MYB_2R,116
Rubus_occidentalis,MYB_2R,113
Rosa_rugosa,MYB_2R,140
Rosa_multiflora,MYB_2R,157
Rosa_chinensis,MYB_2R,134
Potentilla_micrantha,MYB_2R,117
Fragaria_viridis,MYB_2R,107
Fragaria_nubicola,MYB_2R,97
Fragaria_nilgerrensis,MYB_2R,117
Fragaria_iinumae,MYB_2R,102
Fragaria_vesca,MYB_2R,119
Malus_sylvestris,MYB_2R,428
Malus_sieversii,MYB_2R,404
Malus_baccata,MYB_2R,183
Malus_x_domestica,MYB_2R,410
Eriobotrya_japonica,MYB_2R,183
Pyrus_communis,MYB_2R,142
Pyrus_ussuriensis_x_communis,MYB_2R,191
Pyrus_betulifolia,MYB_2R,217
Prunus_yedoensis,MYB_2R,147
Prunus_armeniaca,MYB_2R,118
Prunus_sibirica,MYB_2R,129
Prunus_dulcis,MYB_2R,115
Prunus_persica,MYB_2R,41
Prunus_domestica,MYB_2R,535
Prunus_salicina,MYB_2R,133
Prunus_mandshurica,MYB_2R,120
Prunus_mume,MYB_2R,127
Cyanidioschyzon_merolae,MYB_3R,2
Galdieria_phlegrea,MYB_3R,4
Galdieria_sulphuraria,MYB_3R,2
Porphyridium_purpureum,MYB_3R,1
Porphyra_umbilicalis,MYB_3R,0
Chondrus_crispus,MYB_3R,1
Gracilariopsis_chorda,MYB_3R,1
Prasinoderma_coloniale,MYB_3R,2
Chloropicon_primus,MYB_3R,2
Tetrabaena_socialis,MYB_3R,0
Micromonas_pusilla,MYB_3R,4
Micromonas_commoda,MYB_3R,3
Ostreococcus_tauri,MYB_3R,2
Bathycoccus_prasinos,MYB_3R,2
Asterochloris_glomerata,MYB_3R,4
Coccomyxa_subellipsoidea,MYB_3R,2
Ulva_mutabilis,MYB_3R,1
Auxenochlorella_protothecoides,MYB_3R,3
Chlorella_variabilis,MYB_3R,2
Chlorella_sorokiniana,MYB_3R,4
Micractinium_conductrix,MYB_3R,3
Caulerpa_lentillifera,MYB_3R,1
Chromochloris_zofingiensis,MYB_3R,0
Raphidocelis_subcapitata,MYB_3R,2
Monoraphidium_neglectum,MYB_3R,1
Chlamydomonas_schloesseri,MYB_3R,1
Chlamydomonas_eustigma,MYB_3R,1
Chlamydomonas_incerta,MYB_3R,0
Dunaliella_salina,MYB_3R,1
Haematococcus_pluvialis,MYB_3R,1
Chlamydomonas_reinhardtii,MYB_3R,1
Gonium_pectorale,MYB_3R,0
Volvox_reticuliferus,MYB_3R,0
Volvox_africanus,MYB_3R,1
Volvox_carteri,MYB_3R,1
Klebsormidium_flaccidum,MYB_3R,3
Chara_braunii,MYB_3R,2
Mesotaenium_endlicherianum,MYB_3R,1
Penium_margaritaceum,MYB_3R,0
Marchantia_polymorpha,MYB_3R,10
Physcomitrella_patens,MYB_3R,8
Calohypnum_plumiforme,MYB_3R,5
Fontinalis_antipyretica,MYB_3R,3
Pleurozium_schreberi,MYB_3R,1
Anthoceros_angustus,MYB_3R,2
Anthoceros_agrestis,MYB_3R,5
Anthoceros_punctatus,MYB_3R,2
Selaginella_moellendorffii,MYB_3R,2
Abies_alba,MYB_3R,1
Gnetum_montanum,MYB_3R,3
Sequoiadendron_giganteum,MYB_3R,6
Amborella_trichopoda,MYB_3R,3
Euryale_ferox,MYB_3R,9
Nymphaea_colorata,MYB_3R,6
Nymphaea_thermarum,MYB_3R,5
Piper_nigrum,MYB_3R,5
Liriodendron_chinense,MYB_3R,5
Magnolia_biondii,MYB_3R,7
Chimonanthus_salicifolius,MYB_3R,6
Cinnamomum_kanehirae,MYB_3R,7
Persea_americana,MYB_3R,3
Zostera_marina,MYB_3R,4
Zostera_muelleri,MYB_3R,5
Wolffia_australiana,MYB_3R,2
Lemna_minor,MYB_3R,7
Spirodela_polyrhiza,MYB_3R,4
Spirodela_intermedia,MYB_3R,6
Trichopus_zeylanicus,MYB_3R,8
Dioscorea_rotundata,MYB_3R,5
Dioscorea_dumetorum,MYB_3R,3
Asparagus_officinalis,MYB_3R,5
Allium_sativum,MYB_3R,6
Apostasia_shenzhenica,MYB_3R,5
Vanilla_planifolia,MYB_3R,5
Dendrobium_catenatum,MYB_3R,3
Phalaenopsis_equestris,MYB_3R,3
Phalaenopsis_aphrodite,MYB_3R,3
Calamus_simplicifolius,MYB_3R,4
Phoenix_dactylifera,MYB_3R,9
Areca_catechu,MYB_3R,3
Elaeis_guineensis,MYB_3R,9
Zingiber_officinale,MYB_3R,14
Ensete_ventricosum,MYB_3R,3
Musa_schizocarpa,MYB_3R,6
Musa_itinerans,MYB_3R,7
Musa_acuminata,MYB_3R,8
Musa_balbisiana,MYB_3R,6
Ananas_comosus,MYB_3R,6
Kobresia_littledalei,MYB_3R,5
Cleistogenes_songorica,MYB_3R,8
Oropetium_thomaeum,MYB_3R,4
Eleusine_coracana,MYB_3R,5
Eleusine_indica,MYB_3R,2
Zoysia_matrella,MYB_3R,2
Zoysia_pacifica,MYB_3R,2
Zoysia_japonica,MYB_3R,3
Eragrostis_tef,MYB_3R,4
Eragrostis_curvula,MYB_3R,6
Eragrostis_nindensis,MYB_3R,4
Zea_mays,MYB_3R,8
Coix_lacryma-jobi,MYB_3R,3
Sorghum_bicolor,MYB_3R,3
Miscanthus_lutarioriparius,MYB_3R,11
Miscanthus_sinensis,MYB_3R,8
Saccharum_spp,MYB_3R,3
Saccharum_spontaneum,MYB_3R,8
Panicum_miliaceum,MYB_3R,8
Dichanthelium_oligosanthes,MYB_3R,6
Digitaria_exilis,MYB_3R,7
Panicum_hallii,MYB_3R,7
Cenchrus_purpureus,MYB_3R,13
Setaria_viridis,MYB_3R,5
Alloteropsis_semialata,MYB_3R,5
Echinochloa_crus-galli,MYB_3R,14
Zizania_palustris,MYB_3R,5
Leersia_perrieri,MYB_3R,6
Oryza_granulata,MYB_3R,2
Oryza_brachyantha,MYB_3R,5
Oryza_coarctata,MYB_3R,7
Oryza_officinalis,MYB_3R,0
Oryza_rhizomatis,MYB_3R,2
Oryza_sativa,MYB_3R,5
Oryza_glaberrima,MYB_3R,4
Bonia_amplexicaulis,MYB_3R,4
Guadua_angustifolia,MYB_3R,2
Olyra_latifolia,MYB_3R,3
Raddia_guianensis,MYB_3R,4
Raddia_distichophylla,MYB_3R,4
Brachypodium_hybridum,MYB_3R,13
Brachypodium_stacei,MYB_3R,6
Brachypodium_distachyon,MYB_3R,8
Puccinellia_tenuiflora,MYB_3R,9
Avena_eriantha,MYB_3R,5
Avena_atlantica,MYB_3R,4
Secale_cereale,MYB_3R,5
Hordeum_vulgare,MYB_3R,4
Aegilops_tauschii,MYB_3R,5
Triticum_urartu,MYB_3R,5
Triticum_aestivum,MYB_3R,16
Triticum_turgidum,MYB_3R,9
Eschscholzia_californica,MYB_3R,5
Macleaya_cordata,MYB_3R,4
Papaver_somniferum,MYB_3R,7
Kingdonia_uniflora,MYB_3R,9
Coptis_chinensis,MYB_3R,3
Aquilegia_coerulea,MYB_3R,4
Thalictrum_thalictroides,MYB_3R,3
Nelumbo_nucifera,MYB_3R,5
Macadamia_integrifolia,MYB_3R,6
Tetracentron_sinense,MYB_3R,5
Trochodendron_aralioides,MYB_3R,6
Malania_oleifera,MYB_3R,7
Fagopyrum_tataricum,MYB_3R,7
Fagopyrum_esculentum,MYB_3R,10
Aldrovanda_vesiculosa,MYB_3R,5
Dionaea_muscipula,MYB_3R,5
Drosera_spatulata,MYB_3R,6
Simmondsia_chinensis,MYB_3R,5
Phytolacca_americana,MYB_3R,4
Selenicereus_undatus,MYB_3R,4
Dianthus_caryophyllus,MYB_3R,6
Amaranthus_palmeri,MYB_3R,3
Amaranthus_tuberculatus,MYB_3R,0
Amaranthus_hybridus,MYB_3R,3
Amaranthus_hypochondriacus,MYB_3R,3
Suaeda_aralocaspica,MYB_3R,7
Beta_patula,MYB_3R,4
Beta_vulgaris,MYB_3R,4
Spinacia_oleracea,MYB_3R,3
Atriplex_hortensis,MYB_3R,3
Chenopodium_pallidicaule,MYB_3R,2
Chenopodium_quinoa,MYB_3R,4
Hydrangea_macrophylla,MYB_3R,5
Davidia_involucrata,MYB_3R,8
Camptotheca_acuminata,MYB_3R,8
Nyssa_sinensis,MYB_3R,6
Nyssa_yunnanensis,MYB_3R,6
Diospyros_oleifera,MYB_3R,6
Diospyros_lotus,MYB_3R,10
Aegiceras_corniculatum,MYB_3R,8
Primula_vulgaris,MYB_3R,7
Primula_veris,MYB_3R,6
Camellia_sinensis,MYB_3R,7
Roridula_gorgonias,MYB_3R,6
Actinidia_eriantha,MYB_3R,6
Clethra_arborea,MYB_3R,5
Vaccinium_myrtillus,MYB_3R,7
Vaccinium_corymbosum,MYB_3R,23
Vaccinium_macrocarpon,MYB_3R,6
Vaccinium_microcarpum,MYB_3R,6
Rhododendron_delavayi,MYB_3R,5
Rhododendron_williamsianum,MYB_3R,1
Rhododendron_griersonianum,MYB_3R,4
Rhododendron_simsii,MYB_3R,6
Lonicera_japonica,MYB_3R,0
Panax_ginseng,MYB_3R,9
Daucus_carota,MYB_3R,9
Apium_graveolens,MYB_3R,7
Coriandrum_sativum,MYB_3R,6
Carthamus_tinctorius,MYB_3R,5
Cynara_cardunculus,MYB_3R,5
Lactuca_sativa,MYB_3R,5
Taraxacum_kok-saghyz,MYB_3R,6
Helianthus_annuus,MYB_3R,7
Stevia_rebaudiana,MYB_3R,8
Mikania_micrantha,MYB_3R,7
Artemisia_annua,MYB_3R,11
Chrysanthemum_seticuspe,MYB_3R,17
Chrysanthemum_nankingense,MYB_3R,10
Fraxinus_excelsior,MYB_3R,11
Olea_europaea,MYB_3R,11
Boea_hygrometrica,MYB_3R,3
Buddleja_alternifolia,MYB_3R,6
Antirrhinum_majus,MYB_3R,7
Jacaranda_mimosifolia,MYB_3R,8
Handroanthus_impetiginosus,MYB_3R,5
Strobilanthes_cusia,MYB_3R,10
Genlisea_aurea,MYB_3R,3
Utricularia_gibba,MYB_3R,5
Utricularia_reniformis,MYB_3R,9
Striga_asiatica,MYB_3R,8
Phtheirospermum_japonicum,MYB_3R,5
Erythranthe_luteus,MYB_3R,16
Erythranthe_guttatus,MYB_3R,4
Callicarpa_americana,MYB_3R,6
Tectona_grandis,MYB_3R,4
Pogostemon_cablin,MYB_3R,22
Scutellaria_barbata,MYB_3R,4
Scutellaria_baicalensis,MYB_3R,4
Ocimum_sanctum,MYB_3R,4
Mentha_longifolia,MYB_3R,6
Salvia_miltiorrhiza,MYB_3R,7
Salvia_splendens,MYB_3R,17
Catharanthus_roseus,MYB_3R,3
Calotropis_gigantea,MYB_3R,2
Asclepias_syriaca,MYB_3R,4
Ophiorrhiza_pumila,MYB_3R,3
Chiococca_alba,MYB_3R,6
Mitragyna_speciosa,MYB_3R,13
Gardenia_jasminoides,MYB_3R,3
Coffea_arabica,MYB_3R,6
Coffea_canephora,MYB_3R,4
Cuscuta_australis,MYB_3R,3
Cuscuta_campestris,MYB_3R,5
Ipomoea_triloba,MYB_3R,5
Ipomoea_nil,MYB_3R,5
Nicotiana_sylvestris,MYB_3R,5
Nicotiana_tabacum,MYB_3R,9
Nicotiana_tomentosiformis,MYB_3R,5
Datura_stramonium,MYB_3R,0
Capsicum_baccatum,MYB_3R,5
Capsicum_annuum,MYB_3R,4
Capsicum_chinense,MYB_3R,5
Solanum_commersonii,MYB_3R,8
Solanum_phureja,MYB_3R,5
Solanum_aethiopicum,MYB_3R,4
Solanum_tuberosum,MYB_3R,5
Solanum_chacoense,MYB_3R,5
Solanum_chilense,MYB_3R,4
Solanum_pennellii,MYB_3R,4
Solanum_lycopersicum,MYB_3R,5
Solanum_pimpinellifolium,MYB_3R,5
Paeonia_suffruticosa,MYB_3R,3
Kalanchoe_fedtschenkoi,MYB_3R,7
Rhodiola_crenulata,MYB_3R,6
Vitis_amurensis,MYB_3R,11
Vitis_vinifera,MYB_3R,9
Vitis_riparia,MYB_3R,9
Vitis_rotundifolia,MYB_3R,15
Punica_granatum,MYB_3R,7
Corymbia_citriodora,MYB_3R,5
Eucalyptus_grandis,MYB_3R,4
Sclerocarya_birrea,MYB_3R,5
Pistacia_vera,MYB_3R,4
Xanthoceras_sorbifolium,MYB_3R,4
Dimocarpus_longan,MYB_3R,3
Acer_yangbiense,MYB_3R,3
Acer_truncatum,MYB_3R,4
Toona_sinensis,MYB_3R,5
Atalantia_buxifolia,MYB_3R,3
Citrus_unshiu,MYB_3R,4
Citrus_ichangensis,MYB_3R,2
Citrus_clementina,MYB_3R,3
Poncirus_trifoliata,MYB_3R,2
Citrus_sinensis,MYB_3R,4
Citrus_grandis,MYB_3R,3
Citrus_medica,MYB_3R,3
Theobroma_cacao,MYB_3R,4
Bombax_ceiba,MYB_3R,9
Durio_zibethinus,MYB_3R,8
Corchorus_capsularis,MYB_3R,4
Corchorus_olitorius,MYB_3R,4
Hibiscus_syriacus,MYB_3R,16
Hibiscus_cannabinus,MYB_3R,1
Gossypioides_kirkii,MYB_3R,5
Gossypium_australe,MYB_3R,7
Gossypium_turneri,MYB_3R,8
Gossypium_raimondii,MYB_3R,5
Gossypium_longicalyx,MYB_3R,9
Gossypium_herbaceum,MYB_3R,8
Gossypium_arboreum,MYB_3R,8
Gossypium_barbadense,MYB_3R,16
Gossypium_tomentosum,MYB_3R,17
Gossypium_mustelinum,MYB_3R,15
Gossypium_hirsutum,MYB_3R,16
Gossypium_darwinii,MYB_3R,16
Moringa_oleifera,MYB_3R,4
Carica_papaya,MYB_3R,4
Tarenaya_hassleriana,MYB_3R,7
Microthlaspi_erraticum,MYB_3R,7
Eutrema_salsugineum,MYB_3R,5
Raphanus_raphanistrum,MYB_3R,6
Brassica_rapa,MYB_3R,11
Brassica_juncea,MYB_3R,24
Megacarpaea_delavayi,MYB_3R,8
Cardamine_hirsuta,MYB_3R,5
Arabidopsis_thaliana,MYB_3R,6
Camelina_sativa,MYB_3R,19
Capsella_grandiflora,MYB_3R,6
Capsella_rubella,MYB_3R,6
Lobularia_maritima,MYB_3R,5
Megadenia_pygmaea,MYB_3R,5
Raphanus_sativus,MYB_3R,7
Brassica_oleracea,MYB_3R,12
Brassica_napus,MYB_3R,28
Sinapis_alba,MYB_3R,11
Brassica_carinata,MYB_3R,19
Brassica_nigra,MYB_3R,11
Tripterygium_wilfordii,MYB_3R,4
Averrhoa_carambola,MYB_3R,4
Cephalotus_follicularis,MYB_3R,3
Kandelia_obovata,MYB_3R,4
Mercurialis_annua,MYB_3R,11
Hevea_brasiliensis,MYB_3R,8
Vernicia_fordii,MYB_3R,4
Passiflora_organensis,MYB_3R,12
Passiflora_edulis,MYB_3R,6
Salix_brachista,MYB_3R,7
Salix_suchowensis,MYB_3R,6
Populus_glandulosa_x_alba,MYB_3R,9
Populus_pruinosa,MYB_3R,6
Populus_euphratica,MYB_3R,7
Populus_trichocarpa,MYB_3R,7
Populus_tremula,MYB_3R,5
Populus_alba,MYB_3R,7
Faidherbia_albida,MYB_3R,9
Senna_tora,MYB_3R,8
Mimosa_pudica,MYB_3R,10
Lupinus_albus,MYB_3R,7
Ammopiptanthus_nanus,MYB_3R,7
Dalbergia_odorifera,MYB_3R,7
Aeschynomene_evenia,MYB_3R,5
Arachis_ipaensis,MYB_3R,5
Arachis_monticola,MYB_3R,6
Arachis_hypogaea,MYB_3R,14
Lotus_japonicus,MYB_3R,7
Pisum_sativum,MYB_3R,6
Trifolium_subterranum,MYB_3R,3
Trifolium_pratense,MYB_3R,8
Medicago_ruthenica,MYB_3R,6
Medicago_sativa,MYB_3R,10
Medicago_truncatula,MYB_3R,6
Medicago_polymorpha,MYB_3R,8
Spatholobus_suberectus,MYB_3R,8
Cajanus_cajan,MYB_3R,5
Amphicarpaea_edgeworthii,MYB_3R,4
Glycine_max,MYB_3R,8
Glycine_soja,MYB_3R,8
Vigna_subterranea,MYB_3R,5
Vigna_angularis,MYB_3R,5
Vigna_unguiculata,MYB_3R,5
Lablab_purpureus,MYB_3R,6
Phaseolus_lunatus,MYB_3R,2
Phaseolus_vulgaris,MYB_3R,3
Siraitia_grosvenorii,MYB_3R,2
Momordica_charantia,MYB_3R,3
Benincasa_hispida,MYB_3R,3
Cucumis_hystrix,MYB_3R,3
Cucurbita_argyrosperma,MYB_3R,6
Cucurbita_moschata,MYB_3R,7
Cucurbita_pepo,MYB_3R,7
Cucurbita_maxima,MYB_3R,6
Fagus_sylvatica,MYB_3R,7
Castanea_mollissima,MYB_3R,8
Quercus_suber,MYB_3R,8
Quercus_robur,MYB_3R,6
Quercus_lobata,MYB_3R,9
Morella_rubra,MYB_3R,3
Juglans_sigillata,MYB_3R,8
Juglans_regia,MYB_3R,8
Carya_cathayensis,MYB_3R,6
Carya_illinoinensis,MYB_3R,7
Casuarina_equisetifolia,MYB_3R,4
Betula_pendula,MYB_3R,6
Betula_platyphylla,MYB_3R,5
Carpinus_fangiana,MYB_3R,3
Corylus_heterophylla,MYB_3R,6
Corylus_mandshurica,MYB_3R,5
Ziziphus_jujuba,MYB_3R,8
Trema_orientalis,MYB_3R,4
Cannabis_sativa,MYB_3R,5
Humulus_lupulus,MYB_3R,8
Boehmeria_nivea,MYB_3R,10
Ficus_microcarpa,MYB_3R,7
Ficus_erecta,MYB_3R,7
Artocarpus_camansi,MYB_3R,3
Morus_notabilis,MYB_3R,4
Artocarpus_altilis,MYB_3R,7
Artocarpus_heterophyllus,MYB_3R,11
Rubus_chingii,MYB_3R,4
Rubus_occidentalis,MYB_3R,5
Rosa_rugosa,MYB_3R,4
Rosa_multiflora,MYB_3R,5
Rosa_chinensis,MYB_3R,4
Potentilla_micrantha,MYB_3R,3
Fragaria_viridis,MYB_3R,4
Fragaria_nubicola,MYB_3R,2
Fragaria_nilgerrensis,MYB_3R,3
Fragaria_iinumae,MYB_3R,4
Fragaria_vesca,MYB_3R,5
Malus_sylvestris,MYB_3R,14
Malus_sieversii,MYB_3R,15
Malus_baccata,MYB_3R,7
Malus_x_domestica,MYB_3R,13
Eriobotrya_japonica,MYB_3R,5
Pyrus_communis,MYB_3R,5
Pyrus_ussuriensis_x_communis,MYB_3R,7
Pyrus_betulifolia,MYB_3R,5
Prunus_yedoensis,MYB_3R,1
Prunus_armeniaca,MYB_3R,3
Prunus_sibirica,MYB_3R,5
Prunus_dulcis,MYB_3R,4
Prunus_persica,MYB_3R,3
Prunus_domestica,MYB_3R,18
Prunus_salicina,MYB_3R,5
Prunus_mandshurica,MYB_3R,4
Prunus_mume,MYB_3R,4
Cyanidioschyzon_merolae,MYB_4R,0
Galdieria_phlegrea,MYB_4R,0
Galdieria_sulphuraria,MYB_4R,3
Porphyridium_purpureum,MYB_4R,0
Porphyra_umbilicalis,MYB_4R,0
Chondrus_crispus,MYB_4R,1
Gracilariopsis_chorda,MYB_4R,1
Prasinoderma_coloniale,MYB_4R,2
Chloropicon_primus,MYB_4R,1
Tetrabaena_socialis,MYB_4R,0
Micromonas_pusilla,MYB_4R,0
Micromonas_commoda,MYB_4R,1
Ostreococcus_tauri,MYB_4R,0
Bathycoccus_prasinos,MYB_4R,1
Asterochloris_glomerata,MYB_4R,0
Coccomyxa_subellipsoidea,MYB_4R,0
Ulva_mutabilis,MYB_4R,0
Auxenochlorella_protothecoides,MYB_4R,0
Chlorella_variabilis,MYB_4R,1
Chlorella_sorokiniana,MYB_4R,0
Micractinium_conductrix,MYB_4R,1
Caulerpa_lentillifera,MYB_4R,0
Chromochloris_zofingiensis,MYB_4R,1
Raphidocelis_subcapitata,MYB_4R,1
Monoraphidium_neglectum,MYB_4R,0
Chlamydomonas_schloesseri,MYB_4R,1
Chlamydomonas_eustigma,MYB_4R,1
Chlamydomonas_incerta,MYB_4R,1
Dunaliella_salina,MYB_4R,0
Haematococcus_pluvialis,MYB_4R,0
Chlamydomonas_reinhardtii,MYB_4R,1
Gonium_pectorale,MYB_4R,0
Volvox_reticuliferus,MYB_4R,2
Volvox_africanus,MYB_4R,1
Volvox_carteri,MYB_4R,1
Klebsormidium_flaccidum,MYB_4R,0
Chara_braunii,MYB_4R,1
Mesotaenium_endlicherianum,MYB_4R,0
Penium_margaritaceum,MYB_4R,0
Marchantia_polymorpha,MYB_4R,0
Physcomitrella_patens,MYB_4R,1
Calohypnum_plumiforme,MYB_4R,0
Fontinalis_antipyretica,MYB_4R,1
Pleurozium_schreberi,MYB_4R,0
Anthoceros_angustus,MYB_4R,0
Anthoceros_agrestis,MYB_4R,0
Anthoceros_punctatus,MYB_4R,0
Selaginella_moellendorffii,MYB_4R,2
Abies_alba,MYB_4R,1
Gnetum_montanum,MYB_4R,0
Sequoiadendron_giganteum,MYB_4R,1
Amborella_trichopoda,MYB_4R,0
Euryale_ferox,MYB_4R,2
Nymphaea_colorata,MYB_4R,0
Nymphaea_thermarum,MYB_4R,0
Piper_nigrum,MYB_4R,1
Liriodendron_chinense,MYB_4R,0
Magnolia_biondii,MYB_4R,0
Chimonanthus_salicifolius,MYB_4R,0
Cinnamomum_kanehirae,MYB_4R,1
Persea_americana,MYB_4R,1
Zostera_marina,MYB_4R,0
Zostera_muelleri,MYB_4R,0
Wolffia_australiana,MYB_4R,0
Lemna_minor,MYB_4R,0
Spirodela_polyrhiza,MYB_4R,1
Spirodela_intermedia,MYB_4R,1
Trichopus_zeylanicus,MYB_4R,0
Dioscorea_rotundata,MYB_4R,0
Dioscorea_dumetorum,MYB_4R,2
Asparagus_officinalis,MYB_4R,5
Allium_sativum,MYB_4R,2
Apostasia_shenzhenica,MYB_4R,0
Vanilla_planifolia,MYB_4R,0
Dendrobium_catenatum,MYB_4R,0
Phalaenopsis_equestris,MYB_4R,0
Phalaenopsis_aphrodite,MYB_4R,0
Calamus_simplicifolius,MYB_4R,0
Phoenix_dactylifera,MYB_4R,1
Areca_catechu,MYB_4R,1
Elaeis_guineensis,MYB_4R,3
Zingiber_officinale,MYB_4R,2
Ensete_ventricosum,MYB_4R,0
Musa_schizocarpa,MYB_4R,1
